[13:34:58] ============================================================
[13:34:58] [REALTIME MONITOR] Started - 10s interval
[13:34:58] ============================================================
[13:34:59] Price: $1960.00 | Vol: 1150 | Change: +0.02% | Status: Normal
[18:00:45] Price: $1968.25 | Vol: 1918 | Change: +0.01% | Status: Normal
[18:00:55] Price: $1968.12 | Vol: 2079 | Change: +0.00% | Status: Normal
[18:01:05] Price: $1968.43 | Vol: 5 | Change: +0.00% | Status: Normal
[18:01:15] Price: $1968.43 | Vol: 107 | Change: +0.00% | Status: Normal
[18:01:25] Price: $1967.95 | Vol: 566 | Change: -0.02% | Status: Normal
[18:01:35] Price: $1967.96 | Vol: 609 | Change: -0.02% | Status: Normal
[18:01:45] Price: $1967.47 | Vol: 1986 | Change: -0.05% | Status: Normal
[18:01:55] Price: $1967.86 | Vol: 2301 | Change: -0.03% | Status: Normal
[18:02:05] Price: $1967.86 | Vol: 2329 | Change: -0.03% | Status: Normal
[18:02:15] Price: $1967.82 | Vol: 142 | Change: -0.00% | Status: Normal
[18:02:25] Price: $1967.96 | Vol: 321 | Change: +0.01% | Status: Normal
[18:02:35] Price: $1967.99 | Vol: 390 | Change: +0.01% | Status: Normal
[18:02:45] Price: $1968.00 | Vol: 485 | Change: +0.01% | Status: Normal
[18:02:55] Price: $1968.00 | Vol: 505 | Change: +0.01% | Status: Normal
[18:03:06] Price: $1968.14 | Vol: 590 | Change: +0.01% | Status: Normal
[18:03:16] Price: $1968.33 | Vol: 131 | Change: +0.01% | Status: Normal
[18:03:26] Price: $1968.90 | Vol: 369 | Change: +0.04% | Status: Normal
[18:03:36] Price: $1968.94 | Vol: 437 | Change: +0.04% | Status: Normal
[18:03:46] Price: $1968.89 | Vol: 1007 | Change: +0.04% | Status: Normal
[18:03:56] Price: $1968.89 | Vol: 1041 | Change: +0.04% | Status: Normal
[18:04:06] Price: $1968.66 | Vol: 108 | Change: +0.01% | Status: Normal
[18:04:16] Price: $1968.67 | Vol: 248 | Change: +0.01% | Status: Normal
[18:04:26] Price: $1968.25 | Vol: 474 | Change: -0.01% | Status: Normal
[18:04:36] Price: $1968.06 | Vol: 608 | Change: -0.02% | Status: Normal
[18:04:46] Price: $1967.79 | Vol: 754 | Change: -0.04% | Status: Normal
[18:04:56] Price: $1967.45 | Vol: 1052 | Change: -0.05% | Status: Normal
[18:05:06] Price: $1967.59 | Vol: 1158 | Change: -0.05% | Status: Normal
[18:05:16] Price: $1967.49 | Vol: 91 | Change: +0.00% | Status: Normal
[18:05:26] Price: $1967.63 | Vol: 295 | Change: +0.01% | Status: Normal
[18:05:36] Price: $1967.64 | Vol: 393 | Change: +0.01% | Status: Normal
[18:05:46] Price: $1967.63 | Vol: 452 | Change: +0.01% | Status: Normal
[18:05:56] Price: $1967.63 | Vol: 481 | Change: +0.01% | Status: Normal
[18:06:06] Price: $1967.64 | Vol: 149 | Change: +0.01% | Status: Normal
[18:06:16] Price: $1967.68 | Vol: 201 | Change: +0.01% | Status: Normal
[18:06:26] Price: $1967.70 | Vol: 246 | Change: +0.01% | Status: Normal
[18:06:37] Price: $1968.00 | Vol: 387 | Change: +0.02% | Status: Normal
[18:06:47] Price: $1968.22 | Vol: 553 | Change: +0.04% | Status: Normal
[18:06:57] Price: $1968.30 | Vol: 562 | Change: +0.04% | Status: Normal
[18:07:07] Price: $1968.29 | Vol: 13 | Change: -0.00% | Status: Normal
[18:07:17] Price: $1968.29 | Vol: 45 | Change: -0.00% | Status: Normal
[18:07:27] Price: $1968.29 | Vol: 82 | Change: -0.00% | Status: Normal
[18:07:37] Price: $1968.60 | Vol: 250 | Change: +0.02% | Status: Normal
[18:07:47] Price: $1968.59 | Vol: 278 | Change: +0.01% | Status: Normal
[18:07:57] Price: $1968.41 | Vol: 373 | Change: +0.01% | Status: Normal
[18:08:07] Price: $1968.40 | Vol: 0 | Change: -0.00% | Status: Normal
[18:08:17] Price: $1967.59 | Vol: 132 | Change: -0.04% | Status: Normal
[18:08:27] Price: $1967.58 | Vol: 203 | Change: -0.04% | Status: Normal
[18:08:37] Price: $1967.58 | Vol: 271 | Change: -0.04% | Status: Normal
[18:08:47] Price: $1967.58 | Vol: 341 | Change: -0.04% | Status: Normal
[18:08:57] Price: $1967.30 | Vol: 391 | Change: -0.06% | Status: Normal
[18:09:07] Price: $1967.01 | Vol: 99 | Change: -0.01% | Status: Normal
[18:09:17] Price: $1966.76 | Vol: 621 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:09:27] Price: $1967.09 | Vol: 871 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:09:37] Price: $1967.36 | Vol: 1038 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:09:47] Price: $1967.10 | Vol: 1206 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:09:57] Price: $1966.75 | Vol: 1409 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:10:08] Price: $1966.75 | Vol: 25 | Change: +0.00% | Status: Normal
[18:10:18] Price: $1966.86 | Vol: 291 | Change: +0.01% | Status: Normal
[18:10:28] Price: $1967.10 | Vol: 352 | Change: +0.02% | Status: Normal
[18:10:38] Price: $1967.10 | Vol: 435 | Change: +0.02% | Status: Normal
[18:10:48] Price: $1967.10 | Vol: 488 | Change: +0.02% | Status: Normal
[18:10:58] Price: $1967.02 | Vol: 505 | Change: +0.01% | Status: Normal
[18:11:08] Price: $1966.87 | Vol: 30 | Change: -0.01% | Status: Normal
[18:11:18] Price: $1966.76 | Vol: 78 | Change: -0.01% | Status: Normal
[18:11:28] Price: $1966.39 | Vol: 228 | Change: -0.03% | Status: Normal
[18:11:38] Price: $1966.26 | Vol: 348 | Change: -0.04% | Status: Normal
[18:11:48] Price: $1966.27 | Vol: 451 | Change: -0.04% | Status: Normal
[18:11:58] Price: $1966.75 | Vol: 1195 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[18:12:08] Price: $1966.73 | Vol: 33 | Change: -0.00% | Status: Normal
[18:12:18] Price: $1966.73 | Vol: 40 | Change: -0.00% | Status: Normal
[18:12:28] Price: $1966.71 | Vol: 158 | Change: -0.00% | Status: Normal
[18:12:38] Price: $1966.53 | Vol: 176 | Change: -0.01% | Status: Normal
[18:12:48] Price: $1966.63 | Vol: 248 | Change: -0.01% | Status: Normal
[18:12:58] Price: $1966.63 | Vol: 275 | Change: -0.01% | Status: Normal
[18:13:08] Price: $1966.53 | Vol: 30 | Change: -0.01% | Status: Normal
[18:13:18] Price: $1966.77 | Vol: 200 | Change: +0.01% | Status: Normal
[18:13:28] Price: $1966.77 | Vol: 267 | Change: +0.01% | Status: Normal
[18:13:39] Price: $1966.92 | Vol: 333 | Change: +0.01% | Status: Normal
[18:13:49] Price: $1966.83 | Vol: 378 | Change: +0.01% | Status: Normal
[18:13:59] Price: $1966.83 | Vol: 383 | Change: +0.01% | Status: Normal
[18:14:09] Price: $1966.82 | Vol: 0 | Change: +0.00% | Status: Normal
[18:14:19] Price: $1966.81 | Vol: 77 | Change: -0.00% | Status: Normal
[18:14:29] Price: $1966.75 | Vol: 97 | Change: -0.00% | Status: Normal
[18:14:39] Price: $1966.83 | Vol: 240 | Change: +0.00% | Status: Normal
[18:14:49] Price: $1966.95 | Vol: 310 | Change: +0.01% | Status: Normal
[18:14:59] Price: $1966.95 | Vol: 321 | Change: +0.01% | Status: Normal
[18:15:09] Price: $1966.95 | Vol: 14 | Change: +0.00% | Status: Normal
[18:15:19] Price: $1966.94 | Vol: 46 | Change: -0.00% | Status: Normal
[18:15:29] Price: $1967.20 | Vol: 142 | Change: +0.01% | Status: Normal
[18:15:39] Price: $1967.54 | Vol: 371 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[18:15:49] Price: $1968.30 | Vol: 777 | Change: +0.07% | Status: 🚨 SPIKE DETECTED
[18:15:59] Price: $1968.29 | Vol: 812 | Change: +0.07% | Status: 🚨 SPIKE DETECTED
[18:16:09] Price: $1969.90 | Vol: 916 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[18:16:19] Price: $1969.92 | Vol: 1833 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[18:16:29] Price: $1969.11 | Vol: 2247 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:16:39] Price: $1969.11 | Vol: 2285 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:16:49] Price: $1969.13 | Vol: 2362 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:17:00] Price: $1969.13 | Vol: 2524 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:17:10] Price: $1969.36 | Vol: 100 | Change: +0.01% | Status: Normal
[18:17:20] Price: $1969.92 | Vol: 228 | Change: +0.04% | Status: Normal
[18:17:30] Price: $1971.39 | Vol: 3057 | Change: +0.11% | Status: 🚨 SPIKE DETECTED
[18:17:40] Price: $1971.38 | Vol: 4275 | Change: +0.11% | Status: 🚨 SPIKE DETECTED
[18:17:50] Price: $1971.38 | Vol: 4401 | Change: +0.11% | Status: 🚨 SPIKE DETECTED
[18:18:00] Price: $1971.76 | Vol: 4930 | Change: +0.13% | Status: 🚨 SPIKE DETECTED
[18:18:10] Price: $1971.60 | Vol: 549 | Change: +0.01% | Status: Normal
[18:18:20] Price: $1971.59 | Vol: 679 | Change: +0.01% | Status: Normal
[18:18:30] Price: $1970.92 | Vol: 3811 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[18:18:40] Price: $1970.72 | Vol: 4050 | Change: -0.03% | Status: 🚨 SPIKE DETECTED
[18:18:50] Price: $1971.15 | Vol: 4538 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[18:19:00] Price: $1970.65 | Vol: 4628 | Change: -0.04% | Status: 🚨 SPIKE DETECTED
[18:19:10] Price: $1970.81 | Vol: 42 | Change: +0.00% | Status: Normal
[18:19:20] Price: $1970.11 | Vol: 367 | Change: -0.04% | Status: Normal
[18:19:30] Price: $1970.37 | Vol: 567 | Change: -0.02% | Status: Normal
[18:19:40] Price: $1970.34 | Vol: 807 | Change: -0.02% | Status: Normal
[18:19:50] Price: $1970.59 | Vol: 1037 | Change: -0.01% | Status: Normal
[18:20:00] Price: $1970.88 | Vol: 1202 | Change: +0.00% | Status: Normal
[18:20:10] Price: $1970.65 | Vol: 178 | Change: -0.01% | Status: Normal
[18:20:20] Price: $1970.99 | Vol: 291 | Change: +0.00% | Status: Normal
[18:20:31] Price: $1970.90 | Vol: 644 | Change: -0.00% | Status: Normal
[18:20:41] Price: $1971.14 | Vol: 906 | Change: +0.01% | Status: Normal
[18:20:51] Price: $1970.94 | Vol: 1499 | Change: +0.00% | Status: Normal
[18:21:01] Price: $1974.44 | Vol: 7230 | Change: +0.18% | Status: 🚨 SPIKE DETECTED
[18:21:11] Price: $1975.25 | Vol: 755 | Change: -0.01% | Status: Normal
[18:21:21] Price: $1975.75 | Vol: 5125 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:21:31] Price: $1975.72 | Vol: 5428 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:21:41] Price: $1976.59 | Vol: 14262 | Change: +0.06% | Status: 🚨 SPIKE DETECTED
[18:21:51] Price: $1976.49 | Vol: 14880 | Change: +0.05% | Status: 🚨 SPIKE DETECTED
[18:22:01] Price: $1976.94 | Vol: 17150 | Change: +0.07% | Status: 🚨 SPIKE DETECTED
[18:22:11] Price: $1976.00 | Vol: 143 | Change: -0.01% | Status: Normal
[18:22:21] Price: $1976.39 | Vol: 1505 | Change: +0.01% | Status: Normal
[18:22:31] Price: $1976.01 | Vol: 1601 | Change: -0.01% | Status: Normal
[18:22:41] Price: $1974.28 | Vol: 8490 | Change: -0.09% | Status: 🚨 SPIKE DETECTED
[18:22:51] Price: $1974.20 | Vol: 9087 | Change: -0.10% | Status: 🚨 SPIKE DETECTED
[18:23:01] Price: $1973.91 | Vol: 9688 | Change: -0.11% | Status: 🚨 SPIKE DETECTED
[18:23:11] Price: $1974.02 | Vol: 1063 | Change: +0.01% | Status: Normal
[18:23:21] Price: $1973.38 | Vol: 1442 | Change: -0.03% | Status: Normal
[18:23:31] Price: $1973.72 | Vol: 1917 | Change: -0.01% | Status: Normal
[18:23:41] Price: $1973.99 | Vol: 2286 | Change: +0.00% | Status: Normal
[18:23:51] Price: $1974.17 | Vol: 3701 | Change: +0.01% | Status: Normal
[18:24:02] Price: $1974.01 | Vol: 3858 | Change: +0.01% | Status: Normal
[18:24:12] Price: $1973.79 | Vol: 144 | Change: +0.01% | Status: Normal
[18:24:22] Price: $1974.35 | Vol: 363 | Change: +0.04% | Status: Normal
[18:24:32] Price: $1974.43 | Vol: 581 | Change: +0.04% | Status: Normal
[18:24:42] Price: $1974.69 | Vol: 959 | Change: +0.06% | Status: Normal
[18:24:52] Price: $1974.70 | Vol: 1071 | Change: +0.06% | Status: Normal
[18:25:02] Price: $1975.28 | Vol: 1408 | Change: +0.09% | Status: Normal
[18:25:12] Price: $1975.74 | Vol: 730 | Change: +0.00% | Status: Normal
[18:25:22] Price: $1976.25 | Vol: 1359 | Change: +0.03% | Status: Normal
[18:25:32] Price: $1975.74 | Vol: 2547 | Change: +0.00% | Status: Normal
[18:25:42] Price: $1975.35 | Vol: 2854 | Change: -0.02% | Status: Normal
[18:25:52] Price: $1975.68 | Vol: 3649 | Change: -0.00% | Status: Normal
[18:26:02] Price: $1975.71 | Vol: 3873 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:26:12] Price: $1976.10 | Vol: 301 | Change: +0.02% | Status: Normal
[18:26:22] Price: $1975.84 | Vol: 685 | Change: +0.00% | Status: Normal
[18:26:32] Price: $1975.18 | Vol: 1488 | Change: -0.03% | Status: Normal
[18:26:42] Price: $1975.42 | Vol: 1904 | Change: -0.02% | Status: Normal
[18:26:52] Price: $1975.27 | Vol: 2237 | Change: -0.02% | Status: Normal
[18:27:02] Price: $1974.70 | Vol: 3203 | Change: -0.05% | Status: Normal
[18:27:13] Price: $1974.70 | Vol: 157 | Change: +0.00% | Status: Normal
[18:27:23] Price: $1975.08 | Vol: 973 | Change: +0.02% | Status: Normal
[18:27:33] Price: $1974.60 | Vol: 1168 | Change: -0.00% | Status: Normal
[18:27:43] Price: $1974.61 | Vol: 1288 | Change: -0.00% | Status: Normal
[18:27:53] Price: $1974.71 | Vol: 1623 | Change: +0.00% | Status: Normal
[18:28:03] Price: $1974.69 | Vol: 2328 | Change: +0.00% | Status: Normal
[18:28:13] Price: $1974.79 | Vol: 130 | Change: +0.01% | Status: Normal
[18:28:23] Price: $1974.97 | Vol: 629 | Change: +0.01% | Status: Normal
[18:28:33] Price: $1974.97 | Vol: 727 | Change: +0.01% | Status: Normal
[18:28:43] Price: $1974.92 | Vol: 938 | Change: +0.01% | Status: Normal
[18:28:53] Price: $1974.63 | Vol: 1508 | Change: -0.00% | Status: Normal
[18:29:03] Price: $1974.41 | Vol: 16 | Change: +0.00% | Status: Normal
[18:29:13] Price: $1974.40 | Vol: 283 | Change: +0.00% | Status: Normal
[18:29:23] Price: $1974.62 | Vol: 1043 | Change: +0.01% | Status: Normal
[18:29:33] Price: $1974.65 | Vol: 1346 | Change: +0.01% | Status: Normal
[18:29:43] Price: $1974.77 | Vol: 1470 | Change: +0.02% | Status: Normal
[18:29:53] Price: $1974.93 | Vol: 1594 | Change: +0.03% | Status: Normal
[18:30:03] Price: $1974.99 | Vol: 626 | Change: +0.00% | Status: Normal
[18:30:13] Price: $1975.20 | Vol: 1673 | Change: +0.01% | Status: Normal
[18:30:23] Price: $1975.66 | Vol: 5314 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[18:30:33] Price: $1975.46 | Vol: 5646 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[18:30:44] Price: $1975.07 | Vol: 5902 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:30:54] Price: $1974.85 | Vol: 6526 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:31:04] Price: $1974.84 | Vol: 296 | Change: +0.00% | Status: Normal
[18:31:14] Price: $1974.63 | Vol: 398 | Change: -0.01% | Status: Normal
[18:31:24] Price: $1974.56 | Vol: 657 | Change: -0.01% | Status: Normal
[18:31:34] Price: $1974.71 | Vol: 1121 | Change: -0.01% | Status: Normal
[18:31:44] Price: $1974.88 | Vol: 1257 | Change: +0.00% | Status: Normal
[18:31:54] Price: $1974.85 | Vol: 1423 | Change: +0.00% | Status: Normal
[18:32:04] Price: $1974.38 | Vol: 1669 | Change: -0.02% | Status: Normal
[18:32:14] Price: $1975.00 | Vol: 430 | Change: +0.03% | Status: Normal
[18:32:24] Price: $1974.86 | Vol: 863 | Change: +0.02% | Status: Normal
[18:32:34] Price: $1974.58 | Vol: 1007 | Change: +0.01% | Status: Normal
[18:32:44] Price: $1974.29 | Vol: 1192 | Change: -0.00% | Status: Normal
[18:32:54] Price: $1974.09 | Vol: 1310 | Change: -0.01% | Status: Normal
[18:33:04] Price: $1974.19 | Vol: 2115 | Change: -0.01% | Status: Normal
[18:33:14] Price: $1974.15 | Vol: 368 | Change: -0.00% | Status: Normal
[18:33:24] Price: $1973.99 | Vol: 703 | Change: -0.01% | Status: Normal
[18:33:34] Price: $1973.85 | Vol: 914 | Change: -0.02% | Status: Normal
[18:33:44] Price: $1973.49 | Vol: 1195 | Change: -0.04% | Status: Normal
[18:33:54] Price: $1973.43 | Vol: 1275 | Change: -0.04% | Status: Normal
[18:34:04] Price: $1973.35 | Vol: 189 | Change: +0.00% | Status: Normal
[18:34:15] Price: $1973.31 | Vol: 309 | Change: +0.00% | Status: Normal
[18:34:25] Price: $1972.85 | Vol: 601 | Change: -0.02% | Status: Normal
[18:34:35] Price: $1972.86 | Vol: 675 | Change: -0.02% | Status: Normal
[18:34:45] Price: $1973.50 | Vol: 2154 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:34:55] Price: $1972.76 | Vol: 3130 | Change: -0.03% | Status: 🚨 SPIKE DETECTED
[18:35:05] Price: $1972.80 | Vol: 3 | Change: +0.00% | Status: Normal
[18:35:15] Price: $1973.47 | Vol: 1011 | Change: +0.03% | Status: Normal
[18:35:25] Price: $1973.28 | Vol: 1182 | Change: +0.02% | Status: Normal
[18:35:35] Price: $1973.28 | Vol: 1249 | Change: +0.02% | Status: Normal
[18:35:45] Price: $1972.91 | Vol: 1680 | Change: +0.01% | Status: Normal
[18:35:55] Price: $1972.90 | Vol: 1747 | Change: +0.01% | Status: Normal
[18:36:05] Price: $1973.16 | Vol: 45 | Change: +0.00% | Status: Normal
[18:36:15] Price: $1972.92 | Vol: 311 | Change: -0.01% | Status: Normal
[18:36:25] Price: $1972.78 | Vol: 481 | Change: -0.02% | Status: Normal
[18:36:35] Price: $1972.42 | Vol: 888 | Change: -0.04% | Status: Normal
[18:36:45] Price: $1972.06 | Vol: 1141 | Change: -0.06% | Status: Normal
[18:36:55] Price: $1972.02 | Vol: 1417 | Change: -0.06% | Status: Normal
[18:37:05] Price: $1972.01 | Vol: 1 | Change: +0.00% | Status: Normal
[18:37:15] Price: $1971.85 | Vol: 752 | Change: -0.01% | Status: Normal
[18:37:25] Price: $1971.31 | Vol: 3602 | Change: -0.04% | Status: 🚨 SPIKE DETECTED
[18:37:36] Price: $1971.99 | Vol: 3907 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:37:46] Price: $1971.98 | Vol: 4013 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:37:56] Price: $1970.68 | Vol: 5073 | Change: -0.07% | Status: 🚨 SPIKE DETECTED
[18:38:06] Price: $1970.77 | Vol: 5198 | Change: -0.06% | Status: 🚨 SPIKE DETECTED
[18:38:16] Price: $1970.75 | Vol: 310 | Change: -0.00% | Status: Normal
[18:38:26] Price: $1971.46 | Vol: 528 | Change: +0.04% | Status: Normal
[18:38:36] Price: $1971.42 | Vol: 584 | Change: +0.03% | Status: Normal
[18:38:46] Price: $1971.41 | Vol: 694 | Change: +0.03% | Status: Normal
[18:38:56] Price: $1971.61 | Vol: 741 | Change: +0.04% | Status: Normal
[18:39:06] Price: $1971.85 | Vol: 785 | Change: +0.06% | Status: Normal
[18:39:16] Price: $1972.87 | Vol: 707 | Change: +0.05% | Status: Normal
[18:39:26] Price: $1973.00 | Vol: 795 | Change: +0.06% | Status: Normal
[18:39:36] Price: $1973.11 | Vol: 901 | Change: +0.06% | Status: Normal
[18:39:46] Price: $1973.39 | Vol: 1124 | Change: +0.08% | Status: Normal
[18:39:56] Price: $1973.78 | Vol: 1689 | Change: +0.10% | Status: Normal
[18:40:06] Price: $1973.56 | Vol: 14 | Change: -0.00% | Status: Normal
[18:40:16] Price: $1974.09 | Vol: 807 | Change: +0.03% | Status: Normal
[18:40:26] Price: $1974.32 | Vol: 1251 | Change: +0.04% | Status: Normal
[18:40:36] Price: $1974.09 | Vol: 1337 | Change: +0.03% | Status: Normal
[18:40:46] Price: $1974.00 | Vol: 2226 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[18:40:56] Price: $1973.70 | Vol: 2379 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:41:07] Price: $1973.46 | Vol: 22 | Change: -0.01% | Status: Normal
[18:41:17] Price: $1973.71 | Vol: 96 | Change: +0.01% | Status: Normal
[18:41:27] Price: $1973.47 | Vol: 284 | Change: -0.01% | Status: Normal
[18:41:37] Price: $1973.33 | Vol: 347 | Change: -0.01% | Status: Normal
[18:41:47] Price: $1973.33 | Vol: 377 | Change: -0.01% | Status: Normal
[18:41:57] Price: $1973.13 | Vol: 406 | Change: -0.02% | Status: Normal
[18:42:07] Price: $1972.92 | Vol: 120 | Change: +0.00% | Status: Normal
[18:42:17] Price: $1973.24 | Vol: 166 | Change: +0.02% | Status: Normal
[18:42:27] Price: $1973.25 | Vol: 504 | Change: +0.02% | Status: Normal
[18:42:37] Price: $1973.25 | Vol: 542 | Change: +0.02% | Status: Normal
[18:42:47] Price: $1973.24 | Vol: 575 | Change: +0.02% | Status: Normal
[18:42:57] Price: $1973.24 | Vol: 620 | Change: +0.02% | Status: Normal
[18:43:07] Price: $1972.88 | Vol: 112 | Change: -0.02% | Status: Normal
[18:43:17] Price: $1972.58 | Vol: 173 | Change: -0.03% | Status: Normal
[18:43:27] Price: $1972.23 | Vol: 242 | Change: -0.05% | Status: Normal
[18:43:37] Price: $1972.42 | Vol: 334 | Change: -0.04% | Status: Normal
[18:43:47] Price: $1972.43 | Vol: 416 | Change: -0.04% | Status: Normal
[18:43:57] Price: $1972.42 | Vol: 428 | Change: -0.04% | Status: Normal
[18:44:07] Price: $1972.42 | Vol: 131 | Change: +0.01% | Status: Normal
[18:44:17] Price: $1972.41 | Vol: 271 | Change: +0.01% | Status: Normal
[18:44:27] Price: $1972.13 | Vol: 331 | Change: -0.01% | Status: Normal
[18:44:38] Price: $1972.13 | Vol: 344 | Change: -0.01% | Status: Normal
[18:44:48] Price: $1971.85 | Vol: 516 | Change: -0.02% | Status: Normal
[18:44:58] Price: $1971.76 | Vol: 644 | Change: -0.03% | Status: Normal
[18:45:08] Price: $1971.81 | Vol: 57 | Change: -0.01% | Status: Normal
[18:45:18] Price: $1972.13 | Vol: 358 | Change: +0.01% | Status: Normal
[18:45:28] Price: $1972.12 | Vol: 410 | Change: +0.00% | Status: Normal
[18:45:38] Price: $1972.41 | Vol: 712 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[18:45:48] Price: $1972.27 | Vol: 835 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:45:58] Price: $1972.27 | Vol: 908 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:46:08] Price: $1972.12 | Vol: 5 | Change: +0.00% | Status: Normal
[18:46:18] Price: $1972.02 | Vol: 191 | Change: -0.01% | Status: Normal
[18:46:28] Price: $1971.90 | Vol: 288 | Change: -0.01% | Status: Normal
[18:46:38] Price: $1972.02 | Vol: 667 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[18:46:48] Price: $1972.03 | Vol: 688 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[18:46:58] Price: $1972.14 | Vol: 1014 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[18:47:08] Price: $1972.17 | Vol: 107 | Change: +0.00% | Status: Normal
[18:47:18] Price: $1972.18 | Vol: 137 | Change: +0.00% | Status: Normal
[18:47:28] Price: $1972.76 | Vol: 683 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[18:47:38] Price: $1972.89 | Vol: 857 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[18:47:48] Price: $1972.27 | Vol: 1142 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:47:58] Price: $1972.26 | Vol: 1204 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:48:09] Price: $1972.27 | Vol: 39 | Change: +0.00% | Status: Normal
[18:48:19] Price: $1972.25 | Vol: 137 | Change: -0.00% | Status: Normal
[18:48:29] Price: $1971.80 | Vol: 489 | Change: -0.02% | Status: Normal
[18:48:39] Price: $1971.80 | Vol: 634 | Change: -0.02% | Status: Normal
[18:48:49] Price: $1971.80 | Vol: 670 | Change: -0.02% | Status: Normal
[18:48:59] Price: $1971.62 | Vol: 743 | Change: -0.03% | Status: Normal
[18:49:09] Price: $1971.81 | Vol: 22 | Change: +0.00% | Status: Normal
[18:49:19] Price: $1971.80 | Vol: 73 | Change: +0.00% | Status: Normal
[18:49:29] Price: $1971.81 | Vol: 111 | Change: +0.00% | Status: Normal
[18:49:39] Price: $1971.81 | Vol: 126 | Change: +0.00% | Status: Normal
[18:49:49] Price: $1971.81 | Vol: 152 | Change: +0.00% | Status: Normal
[18:49:59] Price: $1971.65 | Vol: 257 | Change: -0.01% | Status: Normal
[18:50:09] Price: $1971.47 | Vol: 57 | Change: -0.01% | Status: Normal
[18:50:19] Price: $1971.25 | Vol: 107 | Change: -0.02% | Status: Normal
[18:50:29] Price: $1971.25 | Vol: 127 | Change: -0.02% | Status: Normal
[18:50:39] Price: $1971.24 | Vol: 163 | Change: -0.02% | Status: Normal
[18:50:49] Price: $1971.25 | Vol: 225 | Change: -0.02% | Status: Normal
[18:50:59] Price: $1971.24 | Vol: 256 | Change: -0.02% | Status: Normal
[18:51:09] Price: $1971.45 | Vol: 4 | Change: +0.00% | Status: Normal
[18:51:19] Price: $1971.31 | Vol: 182 | Change: -0.01% | Status: Normal
[18:51:29] Price: $1971.23 | Vol: 283 | Change: -0.01% | Status: Normal
[18:51:40] Price: $1971.23 | Vol: 305 | Change: -0.01% | Status: Normal
[18:51:50] Price: $1971.23 | Vol: 332 | Change: -0.01% | Status: Normal
[18:52:00] Price: $1971.05 | Vol: 385 | Change: -0.02% | Status: Normal
[18:52:10] Price: $1971.19 | Vol: 342 | Change: +0.01% | Status: Normal
[18:52:20] Price: $1971.19 | Vol: 374 | Change: +0.01% | Status: Normal
[18:52:30] Price: $1971.23 | Vol: 477 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:52:40] Price: $1971.23 | Vol: 537 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:52:50] Price: $1971.24 | Vol: 660 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:53:00] Price: $1971.23 | Vol: 832 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[18:53:10] Price: $1971.23 | Vol: 16 | Change: +0.00% | Status: Normal
[18:53:20] Price: $1971.01 | Vol: 174 | Change: -0.01% | Status: Normal
[18:53:30] Price: $1970.84 | Vol: 360 | Change: -0.02% | Status: Normal
[18:53:40] Price: $1970.84 | Vol: 393 | Change: -0.02% | Status: Normal
[18:53:50] Price: $1970.52 | Vol: 819 | Change: -0.04% | Status: 🚨 SPIKE DETECTED
